"id","date","tota_act_min"
1503960366,2016-04-12,1094
1503960366,2016-04-13,1033
1503960366,2016-04-14,1440
1503960366,2016-04-15,998
1503960366,2016-04-16,1040
1503960366,2016-04-17,761
1503960366,2016-04-18,1440
1503960366,2016-04-19,1120
1503960366,2016-04-20,1063
1503960366,2016-04-21,1076
1503960366,2016-04-22,1440
1503960366,2016-04-23,1056
1503960366,2016-04-24,991
1503960366,2016-04-25,1117
1503960366,2016-04-26,1166
1503960366,2016-04-27,1440
1503960366,2016-04-28,1047
1503960366,2016-04-29,1086
1503960366,2016-04-30,1015
1503960366,2016-05-01,1044
1503960366,2016-05-02,1131
1503960366,2016-05-03,1144
1503960366,2016-05-04,1440
1503960366,2016-05-05,1176
1503960366,2016-05-06,1073
1503960366,2016-05-07,1091
1503960366,2016-05-08,829
1503960366,2016-05-09,1098
1503960366,2016-05-10,1037
1503960366,2016-05-11,979
1503960366,2016-05-12,1440
1624580081,2016-04-12,1440
1624580081,2016-04-13,1440
1624580081,2016-04-14,1440
1624580081,2016-04-15,1440
1624580081,2016-04-16,1440
1624580081,2016-04-17,1440
1624580081,2016-04-18,1440
1624580081,2016-04-19,1440
1624580081,2016-04-20,1440
1624580081,2016-04-21,1440
1624580081,2016-04-22,1440
1624580081,2016-04-23,1440
1624580081,2016-04-24,1440
1624580081,2016-04-25,1440
1624580081,2016-04-26,1440
1624580081,2016-04-27,1440
1624580081,2016-04-28,1440
1624580081,2016-04-29,1440
1624580081,2016-04-30,1440
1624580081,2016-05-01,1440
1624580081,2016-05-02,1440
1624580081,2016-05-03,1440
1624580081,2016-05-04,1440
1624580081,2016-05-05,1440
1624580081,2016-05-06,1440
1624580081,2016-05-07,1440
1624580081,2016-05-08,1440
1624580081,2016-05-09,1440
1624580081,2016-05-10,1440
1624580081,2016-05-11,1440
1624580081,2016-05-12,997
1644430081,2016-04-12,1440
1644430081,2016-04-13,1440
1644430081,2016-04-14,1440
1644430081,2016-04-15,1440
1644430081,2016-04-16,1440
1644430081,2016-04-17,1440
1644430081,2016-04-18,1440
1644430081,2016-04-19,1440
1644430081,2016-04-20,1440
1644430081,2016-04-21,1440
1644430081,2016-04-22,1440
1644430081,2016-04-23,1440
1644430081,2016-04-24,1440
1644430081,2016-04-25,1440
1644430081,2016-04-26,1440
1644430081,2016-04-27,1440
1644430081,2016-04-28,1440
1644430081,2016-04-29,1313
1644430081,2016-04-30,1298
1644430081,2016-05-01,1081
1644430081,2016-05-02,838
1644430081,2016-05-03,1440
1644430081,2016-05-04,1440
1644430081,2016-05-05,1440
1644430081,2016-05-06,1440
1644430081,2016-05-07,1440
1644430081,2016-05-08,1286
1644430081,2016-05-09,1440
1644430081,2016-05-10,1440
1644430081,2016-05-11,762
1844505072,2016-04-12,1440
1844505072,2016-04-13,1440
1844505072,2016-04-14,1216
1844505072,2016-04-15,703
1844505072,2016-04-16,1440
1844505072,2016-04-17,1440
1844505072,2016-04-18,1440
1844505072,2016-04-19,1440
1844505072,2016-04-20,1440
1844505072,2016-04-21,1440
1844505072,2016-04-22,1440
1844505072,2016-04-23,1440
1844505072,2016-04-24,1440
1844505072,2016-04-25,1440
1844505072,2016-04-26,1440
1844505072,2016-04-27,1440
1844505072,2016-04-28,1440
1844505072,2016-04-29,1329
1844505072,2016-04-30,402
1844505072,2016-05-01,667
1844505072,2016-05-02,1440
1844505072,2016-05-03,1440
1844505072,2016-05-04,1440
1844505072,2016-05-05,1440
1844505072,2016-05-06,1440
1844505072,2016-05-07,1440
1844505072,2016-05-08,1440
1844505072,2016-05-09,1440
1844505072,2016-05-10,1440
1844505072,2016-05-11,1440
1844505072,2016-05-12,711
1927972279,2016-04-12,789
1927972279,2016-04-13,1018
1927972279,2016-04-14,1389
1927972279,2016-04-15,992
1927972279,2016-04-16,1440
1927972279,2016-04-17,1440
1927972279,2016-04-18,1440
1927972279,2016-04-19,1440
1927972279,2016-04-20,1440
1927972279,2016-04-21,1440
1927972279,2016-04-22,1440
1927972279,2016-04-23,1440
1927972279,2016-04-24,1440
1927972279,2016-04-25,1315
1927972279,2016-04-26,1250
1927972279,2016-04-27,1440
1927972279,2016-04-28,1262
1927972279,2016-04-29,1440
1927972279,2016-04-30,1440
1927972279,2016-05-01,1440
1927972279,2016-05-02,1440
1927972279,2016-05-03,1440
1927972279,2016-05-04,1440
1927972279,2016-05-05,1440
1927972279,2016-05-06,1440
1927972279,2016-05-07,1440
1927972279,2016-05-08,1440
1927972279,2016-05-09,1440
1927972279,2016-05-10,1440
1927972279,2016-05-11,1440
1927972279,2016-05-12,966
2022484408,2016-04-12,1440
2022484408,2016-04-13,1440
2022484408,2016-04-14,1440
2022484408,2016-04-15,1440
2022484408,2016-04-16,1440
2022484408,2016-04-17,1440
2022484408,2016-04-18,1440
2022484408,2016-04-19,1440
2022484408,2016-04-20,1440
2022484408,2016-04-21,1440
2022484408,2016-04-22,1440
2022484408,2016-04-23,1440
2022484408,2016-04-24,1440
2022484408,2016-04-25,1440
2022484408,2016-04-26,1440
2022484408,2016-04-27,1440
2022484408,2016-04-28,1440
2022484408,2016-04-29,1440
2022484408,2016-04-30,1440
2022484408,2016-05-01,1440
2022484408,2016-05-02,1440
2022484408,2016-05-03,1440
2022484408,2016-05-04,1440
2022484408,2016-05-05,1440
2022484408,2016-05-06,1440
2022484408,2016-05-07,1440
2022484408,2016-05-08,1440
2022484408,2016-05-09,1440
2022484408,2016-05-10,1440
2022484408,2016-05-11,1440
2022484408,2016-05-12,996
2026352035,2016-04-12,898
2026352035,2016-04-13,901
2026352035,2016-04-14,850
2026352035,2016-04-15,875
2026352035,2016-04-16,878
2026352035,2016-04-17,1113
2026352035,2016-04-18,1244
2026352035,2016-04-19,926
2026352035,2016-04-20,950
2026352035,2016-04-21,902
2026352035,2016-04-22,874
2026352035,2016-04-23,890
2026352035,2016-04-24,868
2026352035,2016-04-25,1081
2026352035,2016-04-26,1306
2026352035,2016-04-27,872
2026352035,2016-04-28,957
2026352035,2016-04-29,844
2026352035,2016-04-30,827
2026352035,2016-05-01,907
2026352035,2016-05-02,1071
2026352035,2016-05-03,1285
2026352035,2016-05-04,875
2026352035,2016-05-05,954
2026352035,2016-05-06,894
2026352035,2016-05-07,894
2026352035,2016-05-08,868
2026352035,2016-05-09,944
2026352035,2016-05-10,1019
2026352035,2016-05-11,899
2026352035,2016-05-12,673
2320127002,2016-04-12,1440
2320127002,2016-04-13,1440
2320127002,2016-04-14,1440
2320127002,2016-04-15,1440
2320127002,2016-04-16,1440
2320127002,2016-04-17,1440
2320127002,2016-04-18,1440
2320127002,2016-04-19,1440
2320127002,2016-04-20,1440
2320127002,2016-04-21,1440
2320127002,2016-04-22,1440
2320127002,2016-04-23,1371
2320127002,2016-04-24,1440
2320127002,2016-04-25,1440
2320127002,2016-04-26,1440
2320127002,2016-04-27,1440
2320127002,2016-04-28,1440
2320127002,2016-04-29,1440
2320127002,2016-04-30,1440
2320127002,2016-05-01,1440
2320127002,2016-05-02,1440
2320127002,2016-05-03,1440
2320127002,2016-05-04,1440
2320127002,2016-05-05,1440
2320127002,2016-05-06,1440
2320127002,2016-05-07,1440
2320127002,2016-05-08,1440
2320127002,2016-05-09,1440
2320127002,2016-05-10,1440
2320127002,2016-05-11,1440
2320127002,2016-05-12,958
2347167796,2016-04-12,1325
2347167796,2016-04-13,922
2347167796,2016-04-14,960
2347167796,2016-04-15,1029
2347167796,2016-04-16,1374
2347167796,2016-04-17,765
2347167796,2016-04-18,911
2347167796,2016-04-19,1037
2347167796,2016-04-20,1334
2347167796,2016-04-21,1018
2347167796,2016-04-22,1023
2347167796,2016-04-23,1018
2347167796,2016-04-24,944
2347167796,2016-04-25,956
2347167796,2016-04-26,959
2347167796,2016-04-27,953
2347167796,2016-04-28,993
2347167796,2016-04-29,6
2873212765,2016-04-12,1440
2873212765,2016-04-13,1440
2873212765,2016-04-14,1440
2873212765,2016-04-15,1440
2873212765,2016-04-16,1440
2873212765,2016-04-17,1440
2873212765,2016-04-18,1440
2873212765,2016-04-19,1440
2873212765,2016-04-20,1440
2873212765,2016-04-21,1440
2873212765,2016-04-22,1440
2873212765,2016-04-23,1440
2873212765,2016-04-24,1440
2873212765,2016-04-25,1440
2873212765,2016-04-26,1440
2873212765,2016-04-27,1440
2873212765,2016-04-28,1440
2873212765,2016-04-29,1440
2873212765,2016-04-30,1440
2873212765,2016-05-01,1440
2873212765,2016-05-02,1440
2873212765,2016-05-03,1440
2873212765,2016-05-04,1440
2873212765,2016-05-05,1440
2873212765,2016-05-06,1440
2873212765,2016-05-07,1440
2873212765,2016-05-08,1440
2873212765,2016-05-09,1440
2873212765,2016-05-10,1440
2873212765,2016-05-11,1440
2873212765,2016-05-12,988
3372868164,2016-04-12,1440
3372868164,2016-04-13,1440
3372868164,2016-04-14,1440
3372868164,2016-04-15,1440
3372868164,2016-04-16,1440
3372868164,2016-04-17,1440
3372868164,2016-04-18,1440
3372868164,2016-04-19,1440
3372868164,2016-04-20,1440
3372868164,2016-04-21,1440
3372868164,2016-04-22,1440
3372868164,2016-04-23,1440
3372868164,2016-04-24,1440
3372868164,2016-04-25,1440
3372868164,2016-04-26,1440
3372868164,2016-04-27,1440
3372868164,2016-04-28,1440
3372868164,2016-04-29,1440
3372868164,2016-04-30,1440
3372868164,2016-05-01,1014
3977333714,2016-04-12,971
3977333714,2016-04-13,984
3977333714,2016-04-14,1043
3977333714,2016-04-15,884
3977333714,2016-04-16,930
3977333714,2016-04-17,874
3977333714,2016-04-18,918
3977333714,2016-04-19,1045
3977333714,2016-04-20,1109
3977333714,2016-04-21,954
3977333714,2016-04-22,964
3977333714,2016-04-23,1068
3977333714,2016-04-24,914
3977333714,2016-04-25,973
3977333714,2016-04-26,1069
3977333714,2016-04-27,900
3977333714,2016-04-28,1017
3977333714,2016-04-29,962
3977333714,2016-04-30,976
3977333714,2016-05-01,896
3977333714,2016-05-02,1056
3977333714,2016-05-03,940
3977333714,2016-05-04,1104
3977333714,2016-05-05,960
3977333714,2016-05-06,928
3977333714,2016-05-07,997
3977333714,2016-05-08,984
3977333714,2016-05-09,1440
3977333714,2016-05-10,988
3977333714,2016-05-11,26
4020332650,2016-04-12,1062
4020332650,2016-04-13,1440
4020332650,2016-04-14,1440
4020332650,2016-04-15,1440
4020332650,2016-04-16,1363
4020332650,2016-04-17,1440
4020332650,2016-04-18,1440
4020332650,2016-04-19,1440
4020332650,2016-04-20,1440
4020332650,2016-04-21,1440
4020332650,2016-04-22,1440
4020332650,2016-04-23,1440
4020332650,2016-04-24,1440
4020332650,2016-04-25,1440
4020332650,2016-04-26,1440
4020332650,2016-04-27,1440
4020332650,2016-04-28,1440
4020332650,2016-04-29,1440
4020332650,2016-04-30,1440
4020332650,2016-05-01,1440
4020332650,2016-05-02,1392
4020332650,2016-05-03,1124
4020332650,2016-05-04,936
4020332650,2016-05-05,1192
4020332650,2016-05-06,1032
4020332650,2016-05-07,1440
4020332650,2016-05-08,1038
4020332650,2016-05-09,1406
4020332650,2016-05-10,980
4020332650,2016-05-11,1440
4020332650,2016-05-12,742
4057192912,2016-04-12,1440
4057192912,2016-04-13,1440
4057192912,2016-04-14,1440
4057192912,2016-04-15,970
4319703577,2016-04-12,1440
4319703577,2016-04-13,1353
4319703577,2016-04-14,938
4319703577,2016-04-15,980
4319703577,2016-04-16,918
4319703577,2016-04-17,1366
4319703577,2016-04-18,892
4319703577,2016-04-19,915
4319703577,2016-04-20,995
4319703577,2016-04-21,1299
4319703577,2016-04-22,905
4319703577,2016-04-23,779
4319703577,2016-04-24,889
4319703577,2016-04-25,942
4319703577,2016-04-26,966
4319703577,2016-04-27,1033
4319703577,2016-04-28,932
4319703577,2016-04-29,937
4319703577,2016-04-30,935
4319703577,2016-05-01,903
4319703577,2016-05-02,940
4319703577,2016-05-03,990
4319703577,2016-05-04,1440
4319703577,2016-05-05,1346
4319703577,2016-05-06,1023
4319703577,2016-05-07,896
4319703577,2016-05-08,756
4319703577,2016-05-09,880
4319703577,2016-05-10,899
4319703577,2016-05-11,906
4319703577,2016-05-12,2
4388161847,2016-04-12,1440
4388161847,2016-04-13,1440
4388161847,2016-04-14,1209
4388161847,2016-04-15,1136
4388161847,2016-04-16,877
4388161847,2016-04-17,922
4388161847,2016-04-18,1291
4388161847,2016-04-19,989
4388161847,2016-04-20,985
4388161847,2016-04-21,1144
4388161847,2016-04-22,1267
4388161847,2016-04-23,1027
4388161847,2016-04-24,845
4388161847,2016-04-25,1397
4388161847,2016-04-26,934
4388161847,2016-04-27,984
4388161847,2016-04-28,1140
4388161847,2016-04-29,1440
4388161847,2016-04-30,894
4388161847,2016-05-01,847
4388161847,2016-05-02,1176
4388161847,2016-05-03,1326
4388161847,2016-05-04,939
4388161847,2016-05-05,1146
4388161847,2016-05-06,1440
4388161847,2016-05-07,944
4388161847,2016-05-08,899
4388161847,2016-05-09,1303
4388161847,2016-05-10,942
4388161847,2016-05-11,1140
4388161847,2016-05-12,933
4445114986,2016-04-12,983
4445114986,2016-04-13,1034
4445114986,2016-04-14,948
4445114986,2016-04-15,1061
4445114986,2016-04-16,941
4445114986,2016-04-17,1333
4445114986,2016-04-18,1440
4445114986,2016-04-19,1016
4445114986,2016-04-20,978
4445114986,2016-04-21,971
4445114986,2016-04-22,1023
4445114986,2016-04-23,1440
4445114986,2016-04-24,1440
4445114986,2016-04-25,1095
4445114986,2016-04-26,1049
4445114986,2016-04-27,1066
4445114986,2016-04-28,998
4445114986,2016-04-29,1332
4445114986,2016-04-30,1087
4445114986,2016-05-01,981
4445114986,2016-05-02,898
4445114986,2016-05-03,990
4445114986,2016-05-04,1077
4445114986,2016-05-05,927
4445114986,2016-05-06,1038
4445114986,2016-05-07,1004
4445114986,2016-05-08,1049
4445114986,2016-05-09,907
4445114986,2016-05-10,1014
4445114986,2016-05-11,910
4445114986,2016-05-12,438
4558609924,2016-04-12,1440
4558609924,2016-04-13,1440
4558609924,2016-04-14,1440
4558609924,2016-04-15,1440
4558609924,2016-04-16,1440
4558609924,2016-04-17,1440
4558609924,2016-04-18,1440
4558609924,2016-04-19,1440
4558609924,2016-04-20,1440
4558609924,2016-04-21,1303
4558609924,2016-04-22,1440
4558609924,2016-04-23,1440
4558609924,2016-04-24,1440
4558609924,2016-04-25,1361
4558609924,2016-04-26,1398
4558609924,2016-04-27,1440
4558609924,2016-04-28,1364
4558609924,2016-04-29,1337
4558609924,2016-04-30,1440
4558609924,2016-05-01,1311
4558609924,2016-05-02,1440
4558609924,2016-05-03,1440
4558609924,2016-05-04,1440
4558609924,2016-05-05,1440
4558609924,2016-05-06,1440
4558609924,2016-05-07,1388
4558609924,2016-05-08,1358
4558609924,2016-05-09,1440
4558609924,2016-05-10,1440
4558609924,2016-05-11,1440
4558609924,2016-05-12,983
4702921684,2016-04-12,981
