"id","date","weightkg","fat","bmi","ismanualreport","logid","time","activityhour"
1503960366,2016-05-02,52.5999984741211,22,22.6499996185303,TRUE,1462233599000,11H 59M 59S,NA
1503960366,2016-05-03,52.5999984741211,NA,22.6499996185303,TRUE,1462319999000,11H 59M 59S,NA
1927972279,2016-04-13,133.5,NA,47.5400009155273,FALSE,1460509732000,1H 8M 52S,NA
2873212765,2016-04-21,56.7000007629395,NA,21.4500007629395,TRUE,1461283199000,11H 59M 59S,NA
2873212765,2016-05-12,57.2999992370605,NA,21.6900005340576,TRUE,1463097599000,11H 59M 59S,NA
4319703577,2016-04-17,72.4000015258789,25,27.4500007629395,TRUE,1460937599000,11H 59M 59S,NA
4319703577,2016-05-04,72.3000030517578,NA,27.3799991607666,TRUE,1462406399000,11H 59M 59S,NA
4558609924,2016-04-18,69.6999969482422,NA,27.25,TRUE,1461023999000,11H 59M 59S,NA
4558609924,2016-04-25,70.3000030517578,NA,27.4599990844727,TRUE,1461628799000,11H 59M 59S,NA
4558609924,2016-05-01,69.9000015258789,NA,27.3199996948242,TRUE,1462147199000,11H 59M 59S,NA
4558609924,2016-05-02,69.1999969482422,NA,27.0400009155273,TRUE,1462233599000,11H 59M 59S,NA
4558609924,2016-05-09,69.0999984741211,NA,27,TRUE,1462838399000,11H 59M 59S,NA
5577150313,2016-04-17,90.6999969482422,NA,28,FALSE,1460884675000,9H 17M 55S,NA
6962181067,2016-04-12,62.5,NA,24.3899993896484,TRUE,1460505599000,11H 59M 59S,NA
6962181067,2016-04-13,62.0999984741211,NA,24.2399997711182,TRUE,1460591999000,11H 59M 59S,NA
6962181067,2016-04-14,61.7000007629395,NA,24.1000003814697,TRUE,1460678399000,11H 59M 59S,NA
6962181067,2016-04-15,61.5,NA,24,TRUE,1460764799000,11H 59M 59S,NA
6962181067,2016-04-16,62,NA,24.2099990844727,TRUE,1460851199000,11H 59M 59S,NA
6962181067,2016-04-17,61.4000015258789,NA,23.9599990844727,TRUE,1460937599000,11H 59M 59S,NA
6962181067,2016-04-18,61.2000007629395,NA,23.8899993896484,TRUE,1461023999000,11H 59M 59S,NA
6962181067,2016-04-19,61.4000015258789,NA,23.9599990844727,TRUE,1461110399000,11H 59M 59S,NA
6962181067,2016-04-20,61.7000007629395,NA,24.1000003814697,TRUE,1461196799000,11H 59M 59S,NA
6962181067,2016-04-21,61.4000015258789,NA,23.9599990844727,TRUE,1461283199000,11H 59M 59S,NA
6962181067,2016-04-22,61.4000015258789,NA,23.9599990844727,TRUE,1461369599000,11H 59M 59S,NA
6962181067,2016-04-23,61.5,NA,24,TRUE,1461455999000,11H 59M 59S,NA
6962181067,2016-04-24,61.5,NA,24,TRUE,1461542399000,11H 59M 59S,NA
6962181067,2016-04-25,61.7000007629395,NA,24.1000003814697,TRUE,1461628799000,11H 59M 59S,NA
6962181067,2016-04-27,61.2000007629395,NA,23.8899993896484,TRUE,1461801599000,11H 59M 59S,NA
6962181067,2016-04-28,61.2000007629395,NA,23.8899993896484,TRUE,1461887999000,11H 59M 59S,NA
6962181067,2016-04-29,61.4000015258789,NA,23.9599990844727,TRUE,1461974399000,11H 59M 59S,NA
6962181067,2016-04-30,61,NA,23.8199996948242,TRUE,1462060799000,11H 59M 59S,NA
6962181067,2016-05-01,61.7000007629395,NA,24.1000003814697,TRUE,1462147199000,11H 59M 59S,NA
6962181067,2016-05-02,61.5,NA,24,TRUE,1462233599000,11H 59M 59S,NA
6962181067,2016-05-03,61,NA,23.8199996948242,TRUE,1462319999000,11H 59M 59S,NA
6962181067,2016-05-04,61.0999984741211,NA,23.8500003814697,TRUE,1462406399000,11H 59M 59S,NA
6962181067,2016-05-05,61.2999992370605,NA,23.9300003051758,TRUE,1462492799000,11H 59M 59S,NA
6962181067,2016-05-06,61.5,NA,24,TRUE,1462579199000,11H 59M 59S,NA
6962181067,2016-05-07,61.2000007629395,NA,23.8899993896484,TRUE,1462665599000,11H 59M 59S,NA
6962181067,2016-05-08,61.2000007629395,NA,23.8899993896484,TRUE,1462751999000,11H 59M 59S,NA
